Product,Description,MedDRA Preferred Terms
emerald cove pacific wakame edible ocean plant, Vegetables/Vegetable Products,"PARAESTHESIA, NEUROPATHY PERIPHERAL, NERVOUS SYSTEM DISORDER, NAUSEA, HYPOAESTHESIA, HEADACHE, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
emerald deluxe mixed nuts, Nuts/Edible Seed,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
emerald diamond roasted and salted inshell pistachios, Nuts/Edible Seed,"NAUSEA, GASTRIC DISORDER, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
emerald dry roasted peanuts, Nuts/Edible Seed,"SWOLLEN TONGUE, LOCALISED OEDEMA, DYSGEUSIA"
emerald harmony original trail mix, Nuts/Edible Seed,"VOMITING, FEELING OF BODY TEMPERATURE CHANGE, BODY TEMPERATURE INCREASED"
emerald harmony premium dried fruit  pineapple, Fruit/Fruit Prod,"MALAISE, FOOD POISONING"
emerald harmony premium dried fruitpineapple, Fruit/Fruit Prod,"MALAISE, FOOD POISONING"
emerald harmony roasted sunflower kernals no salt, Nuts/Edible Seed,"TOOTH INJURY, TOOTH EXTRACTION, TOOTH DISORDER"
emerald lightly salted with sea salt dry roasted peanuts, Nuts/Edible Seed,"TREMOR, NAUSEA, FATIGUE, DIARRHOEA"
emerald peanuts, Nuts/Edible Seed,"VOMITING, MALAISE, DYSPEPSIA, DIARRHOEA, VOMITING, MALAISE, DYSPEPSIA, DIARRHOEA"
emerald valley farm wildwood refrigerated salsa, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, NAUSEA, ABDOMINAL PAIN"
emerald valley kitchen organic medium salsa, Mult Food Dinner/Grav/Sauce/Special,"DIARRHOEA, ABDOMINAL PAIN"
emerald valley kitchen wildwood organic medium salsa refrigerated, Mult Food Dinner/Grav/Sauce/Special,DIARRHOEA
emerald valley wildwood organic salsa hot, Mult Food Dinner/Grav/Sauce/Special,"NAUSEA, HEADACHE, GASTROINTESTINAL DISORDER, DIARRHOEA, ABDOMINAL DISTENSION"
emerald wasabi oven roasted peanuts bold flavor, Nuts/Edible Seed,"VOMITING, NAUSEA, DIARRHOEA, CHILLS, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
emerils wild caught extra large raw peeled shell off shrimps, Fishery/Seafood Prod,"VOMITING, NAUSEA, DIARRHOEA, VOMITING, NAUSEA, DIARRHOEA"
emfamil emfamil ar 012 months, Baby Food Products,"LETHARGY, IRRITABILITY, CRYING, CONSTIPATION"
emfamil ready to eat liquid infant formula, Baby Food Products,"VOMITING, VIRAL TEST POSITIVE, HAEMATOCHEZIA, DIARRHOEA"
emmi swiss premium yogurt pink grapefruit, Milk/Butter/Dried Milk Prod,"HEADACHE, DYSGEUSIA, DYSGEUSIA"
empire basmati rice, Whole Grain/Milled Grain Prod/Starch,BLOOD GLUCOSE ABNORMAL
empires treasure mahi mahi boneless skinned, Fishery/Seafood Prod,"NAUSEA, MALAISE, FOOD POISONING, FLUSHING, DIZZINESS"
empires treasure mahimahi fillets, Fishery/Seafood Prod,"HEADACHE, FOOD POISONING, FLUSHING, DIARRHOEA, ABDOMINAL PAIN"
empress smoked oysters, Fishery/Seafood Prod,"WEIGHT DECREASED, MALAISE, FOOD POISONING, DEHYDRATION, ANOREXIA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN UPPER"
encore gourmet cinnamon sugar, Food Sweeteners (Nutritive),"HYPERSENSITIVITY, BURNING SENSATION"
encore gourmet foods fresh find ground cinnamon," Spices, Flavors And Salts",HEADACHE
endangered species supreme dark chocolate bar, Choc/Cocoa Prod,"VOMITING, URTICARIA, PHARYNGITIS, ANAPHYLACTIC REACTION, ABDOMINAL PAIN"
endless water, Soft Drink/Water,PANCREATITIS
ener g foods lite white rice loaf, Bakery Prod/Dough/Mix/Icing,HYPERSENSITIVITY
energy brands inc full throttle citrus 12 fl oz, Soft Drink/Water,"PARAESTHESIA, HYPOAESTHESIA"
energy club fancy mojo mix, Snack Food Item,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
energy club pistachio nuts, Nuts/Edible Seed,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
energy club shelled salted pistachios, Nuts/Edible Seed,"NAUSEA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN"
enfacare, Baby Food Products,"PNEUMATOSIS, ABDOMINAL DISTENSION"
enfacare powdered formula, Baby Food Products,"SEPSIS, ENTEROBACTER INFECTION, BACTERIAL INFECTION"
enfagrow gentlease total powder formula, Baby Food Products,"HAEMATOCHEZIA, CRYING, CONSTIPATION, AGITATION, ABDOMINAL PAIN"
enfagrow premium infant  toddler transitions formula,P Powder Formula,Diarrhoea
enfagrow premium older toddler number 3 toddler milk base powdered drink, Baby Food Products,"VOMITING, DIARRHOEA"
enfagrow toddler next step tailored nutrition for toddlers vanilla milk drink 1 to 3 years, Baby Food Products,"PYREXIA, FEELING OF BODY TEMPERATURE CHANGE, FEBRILE CONVULSION, CONVULSION"
enfagrow toddler next step vanilla powder, Baby Food Products,"PYREXIA, FATIGUE, APPETITE DISORDER"
enfagrow toddler transitions soy formula, Baby Food Products,"VOMITING, DIARRHOEA"
enfamil, Baby Food Products,"VOMITING, IRRITABILITY, INSOMNIA, ABDOMINAL DISTENSION, MALAISE, VOMITING, MILK ALLERGY, INFANTILE COLIC, GASTROOESOPHAGEAL REFLUX DISEASE, GASTROINTESTINAL PAIN, GASTROINTESTINAL DISORDER, FLATULENCE, DISCOMFORT, CRYING, DISORDER OF SEX DEVELOPMENT"
enfamil,N Ready to Serve Formula,"Vomiting, Flatulence, Crying, Abdominal discomfort"
enfamil  ar  powdered infant formula, Baby Food Products,DIARRHOEA
enfamil  gentlease 20 calories oz, Baby Food Products,"VOMITING, FEEDING DISORDER NEONATAL"
enfamil 1 premium infant formulaready to eat, Baby Food Products,"VOMITING, DIARRHOEA"
enfamil ar, Baby Food Products,"FATIGUE, ASTHENIA, VOMITING, MALAISE"
enfamil ar for spit up formula, Baby Food Products,DIARRHOEA
enfamil ar infant formula, Baby Food Products,"VOMITING, FAECES DISCOLOURED, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
enfamil ar lipil, Baby Food Products,"VOMITING, DIARRHOEA, CONSTIPATION"
enfamil ar lipil milked based infant formula, Baby Food Products,"MALAISE, INSOMNIA, FLATULENCE, DISCOMFORT, DIARRHOEA"
enfamil enfacare, Baby Food Products,"VOMITING, NECROTISING COLITIS, DIARRHOEA, DEATH, ABNORMAL LOSS OF WEIGHT"
enfamil enfacare lipil powdered formula for conditions such as prematurity and low birth weight, Baby Food Products,"DEATH, ASPHYXIA"
enfamil enfacare ready to use miok base powder formula, Baby Food Products,VOMITING
enfamil enfagrow toddler transitions powder formula, Baby Food Products,DIARRHOEA
enfamil enfamil lipil with iron powdered infant formula, Baby Food Products,ANXIETY
enfamil enfamil premium lipil new triple health guard, Baby Food Products,DIARRHOEA
enfamil formula, Baby Food Products,ANAPHYLACTIC REACTION
enfamil formula for supplementing ready to use newborn, Baby Food Products,"VOMITING, GASTROINTESTINAL INJURY, DIARRHOEA"
enfamil formula powder next step prosobee lipil, Baby Food Products,"WEIGHT DECREASED, SKIN IRRITATION, FLATULENCE, DIARRHOEA, DIARRHOEA, DIARRHOEA, DEHYDRATION"
enfamil formula with iron, Baby Food Products,"IRRITABILITY, HYPERSENSITIVITY, ERYTHEMA"
enfamil gentle ease for fussiness and gas infant formula milk based powder, Baby Food Products,"MOOD ALTERED, INSOMNIA, ABDOMINAL DISTENSION"
enfamil gentle ease lipil powder, Baby Food Products,"VOMITING, HAEMATOCHEZIA, HAEMATEMESIS, DIARRHOEA, ABDOMINAL PAIN"
enfamil gentle ease liquid formula, Baby Food Products,"FLATULENCE, DIARRHOEA, ABDOMINAL PAIN"
enfamil gentle ease powdered, Baby Food Products,"VOMITING, DIARRHOEA, DEHYDRATION"
enfamil gentle ease powdered infant formula, Baby Food Products,DIARRHOEA
enfamil gentle ease ready to feed formula, Baby Food Products,"FLATULENCE, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
enfamil gentlease, Baby Food Products,"IRRITABILITY, VOMITING, LETHARGY, GASTROOESOPHAGEAL REFLUX DISEASE, FATIGUE, DIARRHOEA, COLD SWEAT, MALAISE, LETHARGY, FEELING OF BODY TEMPERATURE CHANGE, WEIGHT DECREASED, VOMITING, GASTROOESOPHAGEAL REFLUX DISEASE, DYSPNOEA, DIARRHOEA, DECREASED APPETITE, DIARRHOEA, VOMITING, IRRITABILITY, FLATULENCE, DISCOMFORT, DIARRHOEA, CONSTIPATION, SALIVARY HYPERSECRETION, BODY TEMPERATURE INCREASED, VOMITING, HYPERNATRAEMIA, DIARRHOEA, VOMITING, RASH, CRYING, CRYING, VOMITING, FEEDING DISORDER NEONATAL, DIARRHOEA, SCREAMING, SALMONELLOSIS, HAEMATOCHEZIA, DIARRHOEA, CRYING, CRYING, SCREAMING, SALMONELLOSIS, MALAISE, HAEMATOCHEZIA, HAEMATOCHEZIA, DIARRHOEA, CRYING, SALMONELLOSIS, SCREAMING, SALMONELLOSIS, HAEMATOCHEZIA, DIARRHOEA, CRYING, CRYING, VOMITING, PYREXIA, MALAISE, GASTROINTESTINAL DISORDER, FEELING OF BODY TEMPERATURE CHANGE, DISCOMFORT, DIARRHOEA"
enfamil gentlease baby formula liquid, Baby Food Products,"VOMITING, RASH, GASTROINTESTINAL SOUNDS ABNORMAL, DIARRHOEA HAEMORRHAGIC, DERMATITIS DIAPER"
enfamil gentlease for fussiness and gas, Baby Food Products,DYSGEUSIA
enfamil gentlease for fussiness gas and crying powdered infant formula, Baby Food Products,"VOMITING, MOOD ALTERED, DISCOMFORT, DIARRHOEA, CRYING, CRYING, ANXIETY"
enfamil gentlease formula, Baby Food Products,"FAECES DISCOLOURED, URTICARIA"
enfamil gentlease infant formula, Baby Food Products,"VOMITING, DIARRHOEA, BODY TEMPERATURE INCREASED, BACTERIA STOOL IDENTIFIED"
enfamil gentlease infant formula lipil, Baby Food Products,VOMITING
enfamil gentlease infant formula milkbased powder with iron for fussiness gas and crying through 12 mon, Baby Food Products,"FLATULENCE, CRYING, CRYING"
enfamil gentlease lipil, Baby Food Products,"VOMITING, MALAISE, VOMITING, SLEEP DISORDER, IRRITABILITY, IRRITABILITY, INCREASED APPETITE, FAECES DISCOLOURED, CRYING, ANXIETY"
enfamil gentlease lipil for fussiness and gas, Baby Food Products,"IRRITABILITY, FATIGUE"
enfamil gentlease lipil formula powder, Baby Food Products,FREQUENT BOWEL MOVEMENTS
enfamil gentlease lipil infant formula powder, Baby Food Products,"GRAM STAIN NEGATIVE, FEELING OF BODY TEMPERATURE CHANGE, ENTEROBACTER INFECTION, DYSPNOEA, BODY TEMPERATURE INCREASED"
enfamil gentlease lipil infant powdered formula, Baby Food Products,"SALMONELLOSIS, DIARRHOEA HAEMORRHAGIC, CRYING"
enfamil gentlease lipil milk based infant formula, Baby Food Products,"DIARRHOEA, CRYING"
enfamil gentlease lipil milk based infant formula powder, Baby Food Products,IRRITABILITY
enfamil gentlease lipil milk based infant powder formula, Baby Food Products,IRRITABILITY
enfamil gentlease lipil powder formula with iron, Baby Food Products,NAUSEA
enfamil gentlease lipil powdered infant formula, Baby Food Products,ASPHYXIA
enfamil gentlease lipil with dha infant formula, Baby Food Products,"VOMITING, INSOMNIA, FLATULENCE, DIARRHOEA, DEHYDRATION, CRYING"
enfamil gentlease liquid formula, Baby Food Products,"FLATULENCE, CRYING, ABDOMINAL PAIN, ABDOMINAL DISTENSION, DIARRHOEA, BODY TEMPERATURE INCREASED"
enfamil gentlease milk base infant formula, Baby Food Products,"VOMITING, DIARRHOEA, CRYING"
enfamil gentlease milk based powder with iron infant formula for fussiness gas  crying, Baby Food Products,"TYPHOID FEVER, SALMONELLA TEST POSITIVE, PYREXIA, FLATULENCE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CLOSTRIDIUM DIFFICILE INFECTION"
enfamil gentlease milkbased formula powder for fussiness gas  crying, Baby Food Products,"SEPSIS, MENINGITIS, CSF TEST ABNORMAL, CRONOBACTER TEST POSITIVE, CRONOBACTER INFECTION"
enfamil gentlease pif, Baby Food Products,"WEIGHT DECREASED, VOMITING, PYREXIA, POLYDIPSIA, FOOD POISONING, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, DEHYDRATION, CHAPPED LIPS"
enfamil gentlease powder formula, Baby Food Products,"RESPIRATORY DISORDER, MALAISE, GASTROOESOPHAGEAL REFLUX DISEASE, FUNGAL INFECTION, EAR INFECTION"
enfamil gentlease powdered formula, Baby Food Products,"VIRAL INFECTION, LETHARGY, KLEBSIELLA INFECTION, FEELING OF BODY TEMPERATURE CHANGE, BODY TEMPERATURE INCREASED, BACTERIAL INFECTION"
enfamil gentlease powdered infant formula, Baby Food Products,"SALMONELLOSIS, PYREXIA, DIARRHOEA HAEMORRHAGIC, CRONOBACTER INFECTION"
enfamil gentlease ready to feed baby formula, Baby Food Products,VOMITING
enfamil gentlease ready to use liquid, Baby Food Products,"VOMITING, ABDOMINAL PAIN"
enfamil gentlease reduced lactose, Baby Food Products,"SKIN IRRITATION, IRRITABILITY, GASTROINTESTINAL DISORDER, FLATULENCE, FEELING OF BODY TEMPERATURE CHANGE, CONSTIPATION, ANXIETY"
enfamil gentlease with iron, Baby Food Products,"FLATULENCE, DIARRHOEA, CHANGE OF BOWEL HABIT"
enfamil gentleease powdered, Baby Food Products,VOMITING
enfamil gentleease premade bottles, Baby Food Products,"GASTROOESOPHAGEAL REFLUX DISEASE, ABDOMINAL DISCOMFORT"
enfamil human milk fortifier, Baby Food Products,ENTEROBACTER INFECTION
enfamil human milk fortifier acidified liquid, Baby Food Products,"NECROTISING COLITIS, HAEMATOCHEZIA, NECROTISING COLITIS, HAEMATOCHEZIA, HAEMATOCHEZIA, DIARRHOEA"
enfamil human milk fortifier for premature, Baby Food Products,"TRAUMATIC BRAIN INJURY, TACHYCARDIA, HYDROCEPHALUS, HEART RATE ABNORMAL, ENTEROBACTER INFECTION"
enfamil human milk fortifier liquid mead johnson, Baby Food Products,"METABOLIC ACIDOSIS, METABOLIC ACIDOSIS"
enfamil infant, Baby Food Products,"WEIGHT DECREASED, VOMITING, GASTROOESOPHAGEAL REFLUX DISEASE, DYSPNOEA, DIARRHOEA, DECREASED APPETITE"
enfamil infant bedtime, Baby Food Products,"VOMITING PROJECTILE, SCREAMING, FOOD POISONING, EMOTIONAL DISTRESS, ABDOMINAL DISCOMFORT"
enfamil infant care powder, Baby Food Products,"VOMITING, HOSPITALISATION, DIARRHOEA"
enfamil infant formula, Baby Food Products,"SCREAMING, MOOD ALTERED, IRRITABILITY, CRYING, ANXIETY, VOMITING, FLATULENCE, VOMITING PROJECTILE, GASTROENTERITIS VIRAL, DIARRHOEA, VOMITING PROJECTILE, PYREXIA, PYREXIA, LETHARGY"
enfamil infant formula gentlease, Baby Food Products,"Vomiting, Screaming, Feeding disorder neonatal, Eructation, Abdominal rigidity"
enfamil infant formula gentlease,P Powder Formula,"Gastroenteritis viral, Flatulence, Diarrhoea"
enfamil infant formula milk base with iron, Baby Food Products,"OCCULT BLOOD POSITIVE, DIARRHOEA HAEMORRHAGIC, CRONOBACTER TEST POSITIVE"
enfamil infant formula milk based powder with iron, Baby Food Products,"HYPERHIDROSIS, FLATULENCE, FEELING OF BODY TEMPERATURE CHANGE, FEELING HOT, ERYTHEMA, CRYING, CONSTIPATION, ABDOMINAL DISTENSION"
enfamil infant formula milkbased powder with iron, Baby Food Products,DIARRHOEA
enfamil infant formula milkbased powder with iron newborn through 3months, Baby Food Products,"VOMITING, MALAISE, DECREASED APPETITE, APPETITE DISORDER"
enfamil infant formula powdered, Baby Food Products,"PYREXIA, FEELING OF BODY TEMPERATURE CHANGE, CONVULSION, CONVULSION"
enfamil infant formula premimum lipil milk based powder formula for 1012 months, Baby Food Products,"SEPSIS, RESPIRATORY ARREST, LOSS OF CONSCIOUSNESS, KLEBSIELLA INFECTION, DEATH, BACTERIAL INFECTION"
enfamil infant formula with dha ara, Baby Food Products,"WEIGHT DECREASED, VOMITING PROJECTILE, INSOMNIA, FLATULENCE, DIARRHOEA, DEHYDRATION, CRYING"
enfamil infant lipil, Baby Food Products,"URTICARIA, SWELLING, RASH, HYPERSENSITIVITY, AGITATION"
enfamil lactofree infant formula, Baby Food Products,"VOMITING, INSOMNIA, FLATULENCE, DIARRHOEA, DEHYDRATION, CRYING"
enfamil lactofree lipil milkbased infant formula powder, Baby Food Products,"VOMITING, MALAISE, DIARRHOEA"
enfamil lactofree with lipil, Baby Food Products,"VOMITING, EMERGENCY CARE EXAMINATION"
enfamil lipil, Baby Food Products,"DIARRHOEA, VOMITING, RASH, PHYSICAL EXAMINATION, PHYSICAL EXAMINATION, IRRITABILITY, INSOMNIA, GROWTH RETARDATION, FAILURE TO THRIVE, CONSTIPATION, RASH, DYSGEUSIA, FLATULENCE, WEIGHT DECREASED, MALABSORPTION, DIARRHOEA"
enfamil lipil baby formula, Baby Food Products,"VOMITING, GASTROINTESTINAL DISORDER"
enfamil lipil infant formula, Baby Food Products,"VOMITING, MALAISE, IRRITABILITY, IRRITABILITY, FLATULENCE, VOMITING"
enfamil lipil infant formula milkbased powder with iron, Baby Food Products,DERMATITIS DIAPER
enfamil lipil infant formula with iron, Baby Food Products,"VOMITING, LETHARGY, INFECTION, DIARRHOEA"
enfamil lipil iron with concentrate, Baby Food Products,"VOMITING, INTUSSUSCEPTION, HAEMATOCHEZIA, DIARRHOEA, ABDOMINAL PAIN"
enfamil lipil liquid ready to feed infant formula, Baby Food Products,"SALMONELLOSIS, MUCOUS STOOLS, IRRITABILITY, HAEMATOCHEZIA, DYSPEPSIA, DIARRHOEA, ANXIETY, ANXIETY"
enfamil lipil low iron, Baby Food Products,"IRRITABILITY, DYSPEPSIA, CONSTIPATION, ABDOMINAL PAIN"
enfamil lipil milkbased infant formula iron fortified, Baby Food Products,"DEATH, ASPHYXIA"
enfamil lipil milkbased powder with iron, Baby Food Products,"VOMITING, DIARRHOEA"
enfamil lipil nursette bottles, Baby Food Products,VOMITING
enfamil lipil premium, Baby Food Products,DIARRHOEA
enfamil lipil with dha infant formula, Baby Food Products,"VOMITING, INSOMNIA, FLATULENCE, DIARRHOEA, DEHYDRATION, CRYING"
enfamil lipil with iron, Baby Food Products,"RASH, IRRITABILITY, GASTROOESOPHAGEAL REFLUX DISEASE, FLATULENCE, ABDOMINAL PAIN, VOMITING, IRRITABILITY, DYSPEPSIA, CONSTIPATION, ABDOMINAL PAIN, VOMITING, GASTROOESOPHAGEAL REFLUX DISEASE, FLATULENCE, DISCOMFORT, DIARRHOEA, MENINGITIS, HOSPITALISATION, ENTEROBACTER INFECTION, DIARRHOEA, RESTLESSNESS, CRYING, ANXIETY, VOMITING, CONSTIPATION, ABDOMINAL PAIN, VOMITING, NAUSEA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, MUSCULAR WEAKNESS, MALNUTRITION, FAILURE TO THRIVE, DEVELOPMENTAL DELAY, MUSCULAR WEAKNESS, MUSCLE TWITCHING, MALNUTRITION, FAILURE TO THRIVE, DEVELOPMENTAL DELAY, MUSCULAR WEAKNESS, MALNUTRITION, FAILURE TO THRIVE, DEVELOPMENTAL DELAY, MUSCULAR WEAKNESS, MALNUTRITION, FAILURE TO THRIVE, DEVELOPMENTAL DELAY"
enfamil lipil with iron a blend of dha and ara powdered infant formula, Baby Food Products,"VOMITING, CRYING, BLISTER"
enfamil lipil with iron infant formula, Baby Food Products,"AUTISM, VOMITING, FEELING OF BODY TEMPERATURE CHANGE, ANXIETY"
enfamil lipil with iron milk based infant formula powder, Baby Food Products,"RASH, CRYING"
enfamil lipil with iron milkbased infant formula concentrate liquid, Baby Food Products,"VISION BLURRED, VEIN DISORDER, THIRST DECREASED, SURGICAL VASCULAR SHUNT, SEPSIS SYNDROME, SEPSIS, RESPIRATORY RATE INCREASED, PNEUMONIA VIRAL, PERIPHERAL COLDNESS, PALLOR, ORGAN FAILURE, HEPATIC FUNCTION ABNORMAL, DYSPNOEA, DECREASED APPETITE, DEATH, COMA, CEREBRAL HAEMORRHAGE, CARDIAC DISORDER, CARDIAC ARREST, ACUTE HEPATIC FAILURE, PYREXIA, LETHARGY, FLATULENCE, COLON INJURY"
enfamil lipil with iron milkbased infant formula powder, Baby Food Products,"HYPERPHOSPHATAEMIA, CONVULSION, CONVULSION, CONVULSION, CONVULSION, CONVULSION"
enfamil lipil with iron powder, Baby Food Products,"VOMITING, VIRAL INFECTION, RASH, PYREXIA, MALAISE, DIARRHOEA"
enfamil lipil with iron powder infant formula, Baby Food Products,"SINUSITIS, PYREXIA, MALAISE, EAR INFECTION, CULTURE POSITIVE, CONVULSION"
enfamil lipil with iron ready to feed formula, Baby Food Products,"VOMITING, MALAISE, CRYING"
enfamil lipil with iron rtf milk based formula with dha and ara, Baby Food Products,VOMITING
enfamil liquid and powdered infant formulas, Baby Food Products,"MENINGITIS, ENTEROBACTER INFECTION, MENINGITIS, ENTEROBACTER INFECTION, CULTURE POSITIVE"
enfamil liquid formula for newborn, Baby Food Products,"VOMITING, PYREXIA, DYSPNOEA, DIARRHOEA, DEHYDRATION, BRONCHIOLITIS"
enfamil liquid fortifier, Baby Food Products,"METABOLIC ACIDOSIS, METABOLIC ACIDOSIS"
enfamil liquid human milk fortifier, Dietary Conventional Foods/Meal Replacements,"FAECES DISCOLOURED, DIARRHOEA, DIARRHOEA, FAECES DISCOLOURED, DIARRHOEA, DIARRHOEA, C-REACTIVE PROTEIN INCREASED, BODY TEMPERATURE INCREASED, C-REACTIVE PROTEIN INCREASED, BODY TEMPERATURE INCREASED, FAECES DISCOLOURED, DIARRHOEA, DIARRHOEA, FAECES DISCOLOURED, DIARRHOEA, DIARRHOEA"
enfamil mead johnson nutritionals enfamil premium infant formula powdered milk based with iron, Baby Food Products,"MOOD ALTERED, FEELING OF BODY TEMPERATURE CHANGE, BODY TEMPERATURE INCREASED, ANXIETY, AGGRESSION"
enfamil neuro pro liquid infant formula milk based with iron,O Liquid Concentrate Formula,"Respiratory distress, Pupillary reflex impaired, Muscular weakness, Lethargy, Increased upper airway secretion, Feeding disorder neonatal, Dyspnoea, Decreased appetite, Clostridium test positive, Areflexia"
enfamil neuropro gentlease infant formula,N Ready to Serve Formula,"Malaise, Flatulence, Diarrhoea, Crying, Abdominal discomfort"
enfamil neuropro gentlease ready to use bottles, Baby Food Products,"Vomiting, Lethargy, Irritability, Feeding disorder of infancy or early childhood, Diarrhoea, Crying"
enfamil neutramigen, Baby Food Products,MALAISE
enfamil new born formula, Baby Food Products,"VIRAL INFECTION, RESTLESSNESS, RASH MACULAR, GENERALISED ERYTHEMA, FLUSHING, FEELING OF BODY TEMPERATURE CHANGE, CYANOSIS"
enfamil newborn baby formula powder, Baby Food Products,"SUDDEN INFANT DEATH SYNDROME, HEPATITIS, FLATULENCE, DYSPEPSIA, DECREASED APPETITE, DEATH, BODY TEMPERATURE INCREASED"
enfamil newborn formula powder, Baby Food Products,DIARRHOEA
enfamil newborn ready to feed, Baby Food Products,DIARRHOEA
enfamil next step prosobee lipil soy based powder formula, Baby Food Products,VOMITING
enfamil nutramigen, Baby Food Products,"WEIGHT INCREASED, VOMITING, SWEAT GLAND DISORDER, DERMATITIS DIAPER, DERMATITIS DIAPER, FLATULENCE, DIARRHOEA, CULTURE STOOL POSITIVE, CHOKING, VOMITING, HAEMATOCHEZIA, GASTROOESOPHAGEAL REFLUX DISEASE, DIARRHOEA, VOMITING, GASTROENTERITIS, DIARRHOEA, DEHYDRATION, VOMITING, GASTROENTERITIS SALMONELLA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, BODY TEMPERATURE INCREASED, WEIGHT DECREASED, VOMITING, GASTROOESOPHAGEAL REFLUX DISEASE, DYSPNOEA, DIARRHOEA, DECREASED APPETITE, SKIN LESION, PRURITUS, ECZEMA, CRYING, DIARRHOEA, CRYING"
enfamil nutramigen aa prescription powdered formula, Baby Food Products,"VOMITING, THIRST, SLEEP DISORDER, RASH PAPULAR, RASH, LETHARGY, ERYTHEMA, DIARRHOEA, COUGH, CONVULSION, BACTERIAL INFECTION, BACTERIA STOOL IDENTIFIED, APPETITE DISORDER, ANOREXIA, ABDOMINAL PAIN"
enfamil nutramigen dha  ara liquid infant formula, Baby Food Products,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
