Product,Description,MedDRA Preferred Terms
john frieda red conditioner, Cosmetics,"RASH, PRURITUS, HYPERSENSITIVITY, ALOPECIA"
john frieda red shampoo, Cosmetics,"RASH, PRURITUS, HYPERSENSITIVITY, ALOPECIA"
john frieda shampoo, Cosmetics,"WHITE BLOOD CELL COUNT INCREASED, URTICARIA, URTICARIA, PRURITUS, LOCAL SWELLING, DYSPNOEA, URTICARIA, RASH PAPULAR, PRURITUS, HYPERSENSITIVITY, ERYTHEMA, SKIN IRRITATION, PRURITUS"
john frieda sheer blonde go blonder, Cosmetics,ALOPECIA
johnson  johnson baby lotion, Cosmetics,"RASH, HAIR DISORDER, ANXIETY"
johnson  johnson baby oil, Cosmetics,"RASH, PRURITUS"
johnson  johnson baby oil gel, Cosmetics,RASH
johnson  johnson clean  clear deep action cream cleanser, Cosmetics,Laceration
johnson  johnson johnsons natural baby lotion, Cosmetics,"RASH MACULAR, HYPERSENSITIVITY, HYPERSENSITIVITY, ERYTHEMA"
johnson  johnson lubriderm daily moisture lotion, Cosmetics,"RASH, PRURITUS, MALAISE, HYPERSENSITIVITY, ERYTHEMA"
johnson  johnson talcum powder, Cosmetics,OVARIAN CANCER
johnson and johnson baby lotion, Cosmetics,PRURITUS GENERALISED
johnson and johnson baby powder, Cosmetics,"COUGH, OVARIAN CANCER STAGE IV, LUNG DISORDER, Ovarian cancer, Death"
johnson and johnson creamy baby lotion, Cosmetics,"SKIN IRRITATION, SKIN DISCOLOURATION, DRY SKIN, BLISTER"
johnson and johnson new improved bedtime bath, Cosmetics,"SCREAMING, RASH PAPULAR, HYPERSENSITIVITY"
johnson and johnson no more tears head to toe wash, Cosmetics,"SKIN HAEMORRHAGE, RASH, PRURITUS, FATIGUE, ERYTHEMA, DECREASED APPETITE"
johnson and johnson purpose gentile cleansing bar, Cosmetics,"HYPERSENSITIVITY, ERYTHEMA"
johnson and johnson soothing vapor bath, Cosmetics,"URINARY TRACT INFECTION, DYSURIA"
johnson baby oil, Cosmetics,"URTICARIA, RASH"
johnson baby powder, Cosmetics,PENILE CANCER
johnson baby shampoo, Cosmetics,Alopecia
johnson headtotoe baby wash, Cosmetics,"THROAT TIGHTNESS, HYPERSENSITIVITY, DYSPNOEA"
johnson products gentle treatment hair perm  regular strength, Cosmetics,ALOPECIA
johnson products ultra sheen original formula conditioner and hair dress, Cosmetics,"ALOPECIA, ALOPECIA"
johnsons and johnson softwash calming body wash with lavendar and chamomile, Cosmetics,"URTICARIA, SWELLING, HYPERSENSITIVITY, EMERGENCY CARE EXAMINATION"
johnsons baby bedtime bath, Cosmetics,RASH
johnsons baby cologne, Cosmetics,"PAIN, HYPERSENSITIVITY"
johnsons baby head to toe wash, Cosmetics,"LOCAL SWELLING, HEADACHE, EAR PAIN"
johnsons baby lotion, Cosmetics,"Lacrimation increased, Eye pain, Eye irritation, Discomfort"
johnsons baby oil, Cosmetics,"DRY SKIN, DERMATITIS EXFOLIATIVE"
johnsons baby oil aloe vera vit, Cosmetics,"SKIN IRRITATION, HYPERSENSITIVITY, ERYTHEMA"
johnsons baby powder, Cosmetics,MENORRHAGIA
johnsons baby powder  talcum powder, Cosmetics,Endometrial cancer
johnsons baby shampoo, Cosmetics,"RHINORRHOEA, DYSPNOEA, ANOSMIA"
johnsons baby wash, Cosmetics,Eczema
johnsons lotion, Cosmetics,"URINARY RETENTION, URETHRAL DISORDER, PAIN, FOREIGN BODY, DYSURIA, DIZZINESS, ANXIETY, URINARY RETENTION, URETHRAL DISORDER, PAIN, FOREIGN BODY, DYSURIA, DIZZINESS, ANXIETY"
johnsons no more tangles shampoo  conditioner curly hair, Cosmetics,"RASH PAPULAR, ERYTHEMA, DYSPNOEA"
johnsons powder no upc, Cosmetics,"Neoplasm malignant, Malaise, C-reactive protein increased, Ovarian cancer, Ovarian cancer, Injury, Death, Ovarian cancer, Metastasis, Haemorrhagic tumour necrosis, Ascites, Ovarian cancer stage I, Injury, Death"
joico conditioner, Cosmetics,"SKIN ULCER, RASH GENERALISED"
joico shampoo, Cosmetics,"SKIN ULCER, RASH GENERALISED"
jolen cream bleach, Cosmetics,SKIN HYPERPIGMENTATION
jordana eye liner pencil, Cosmetics,"OCULAR HYPERAEMIA, OCULAR HYPERAEMIA, EYE SWELLING, EYE PRURITUS"
joytong olymp games temporary tattoo 9 sheet pack, Cosmetics,"PAIN, BURNING SENSATION, BLISTER INFECTED"
juaguahenna tattoo ink, Cosmetics,"SWELLING, RASH"
juara, Cosmetics,"Swelling face, Skin irritation, Flushing"
juice beauty stem cellular antiwrinkle eye cream, Cosmetics,"RASH, EYE SWELLING, EYE INFECTION, CELLULITIS"
juice beauty stem cellular antiwrinkle overnight cream, Cosmetics,"RASH, EYE SWELLING, EYE INFECTION, CELLULITIS"
juice me up lip gloss, Cosmetics,"ORAL DISCOMFORT, LIP EXFOLIATION"
just 4 men, Cosmetics,"SECRETION DISCHARGE, PRURITUS, DYSPNOEA, DYSPNOEA, CHEST DISCOMFORT, CHEMICAL INJURY"
just for men, Cosmetics,"HYPERSENSITIVITY, DERMATITIS, SWELLING FACE, HYPERSENSITIVITY, DIZZINESS, SWELLING, RASH, HYPERSENSITIVITY, BLISTER, WOUND DRAINAGE, SWELLING FACE, SCAR, RASH, PRURITUS, BURNING SENSATION, BLISTER, BURNING SENSATION, URTICARIA, SKIN EXFOLIATION, SKIN EXFOLIATION, SECRETION DISCHARGE, RASH ERYTHEMATOUS, PRURITUS, HAEMORRHAGE, CRYING, BURNING SENSATION, WOUND, PRURITUS, PAIN, BURNING SENSATION, ALOPECIA, ACNE, PRURITUS, ERYTHEMA, BURNING SENSATION, BLISTER, Scar, Pruritus, Burning sensation, Swelling, Skin irritation, Skin discolouration, Pruritus, Pain, Skin exfoliation, Scar, Pruritus, Erythema, Burning sensation, Alopecia, Wound secretion, Skin discolouration, Skin burning sensation, Rash, Pruritus, Insomnia, Infection, Blister, Skin burning sensation, Oedema mouth, Excoriation, Swelling, Rash, Alopecia, Skin irritation, Skin discolouration, Thermal burn, Skin injury, Thermal burn, Oral pain, Oral discomfort, Non-Hodgkin's lymphoma metastatic"
just for men  original formula   real black , Cosmetics,Burning sensation
just for men beard  mustache, Cosmetics,"Throat tightness, Thermal burn"
just for men beard and mustache, Cosmetics,"SECRETION DISCHARGE, HYPERSENSITIVITY, ERYTHEMA, BLISTER"
just for men beard and mustache m35, Cosmetics,"SWELLING, RASH"
just for men beard coloring, Cosmetics,"SWELLING, RASH MACULAR, PRURITUS, CHAPPED LIPS, CAUSTIC INJURY, BURNING SENSATION, BLISTER, WOUND DRAINAGE, SWELLING, SCAB, PAPULE, ERYTHEMA"
just for men beard dye, Cosmetics,"WOUND SECRETION, RASH ERYTHEMATOUS, RASH, PRURITUS, BURNING SENSATION, BLISTER, Chemical injury"
just for men beard dye dark brown, Cosmetics,"PRURITUS, ERYTHEMA, DRY SKIN"
just for men beard dye red box brown dye, Cosmetics,"SWELLING FACE, SECRETION DISCHARGE, BURNING SENSATION"
just for men beard mustache and sideburn, Cosmetics,"PRURITUS, PAIN, ERYTHEMA, CAUSTIC INJURY, BLISTER, BLISTER"
just for men beard products for men of color, Cosmetics,"VISUAL IMPAIRMENT, RESPIRATORY DISORDER, RASH PAPULAR, HYPERSENSITIVITY, HYPERSENSITIVITY, ERYTHEMA, BURNING SENSATION"
just for men beard treatment color m35 medium brown, Cosmetics,"RASH PAPULAR, CAUSTIC INJURY"
just for men color in gel for mustache beard and side burns, Cosmetics,"SKIN DISCOLOURATION, RASH, PRURITUS, HYPERSENSITIVITY"
just for men control gx, Cosmetics,"Skin irritation, Pruritus, Erythema, Alopecia, Skin discolouration, Rash erythematous"
just for men control gx shampoo, Cosmetics,"Alopecia, Alopecia"
just for men for beard, Cosmetics,Scar
just for men h55 real black, Cosmetics,"SWELLING FACE, RASH PAPULAR, PRURITUS, OCULAR HYPERAEMIA, ERYTHEMA"
just for men hair and beard, Cosmetics,"Thermal burn, Skin exfoliation, Pruritus, Deformity"
just for men hair color, Cosmetics,"URTICARIA, SKIN LESION, CAUSTIC INJURY, BLISTER, NEUROPATHY PERIPHERAL, NERVE INJURY"
just for men hair color for beard and mustache, Cosmetics,"NEURALGIA, BLOOD LEAD INCREASED"
just for men hair color for beards, Cosmetics,"PRURITUS, BURNING SENSATION, BLISTER INFECTED"
just for men hair dye, Cosmetics,"SWELLING, RASH, SWELLING, PRURITUS, ERYTHEMA, Cellulitis, Blister, Hypersensitivity, Erythema, Blister"
just for men hair dye gel, Cosmetics,HYPERSENSITIVITY
just for men haircolor, Cosmetics,"WOUND SECRETION, RASH, PRURITUS, ERYTHEMA"
just for men jet black, Cosmetics,"Skin discolouration, Hair texture abnormal, Hair growth abnormal"
just for men medium brown hair dye, Cosmetics,"Thermal burn, Pruritus, Insomnia, Erythema, Blister, Thermal burn, Pruritus, Insomnia, Erythema, Blister, Thermal burn, Pruritus, Insomnia, Erythema, Blister"
just for men mustache  beard, Cosmetics,"SWELLING, PRURITUS, CHEMICAL BURN OF SKIN, SWELLING FACE, SKIN IRRITATION, PRURITUS, LYMPHADENOPATHY, LIP SWELLING, CHEMICAL INJURY, BURNING SENSATION, BLISTER INFECTED, Skin ulcer, Purulent discharge, Pruritus, Erythema, Chemical injury"
just for men mustache  beard color gel medium brown, Cosmetics,"SKIN IRRITATION, RASH, PURULENT DISCHARGE, PRURITUS, ERYTHEMA, BLISTER"
just for men mustache  beard darkest brown dye, Cosmetics,"SCAB, RASH, ORAL DISORDER, ERYTHEMA, CHEMICAL INJURY, CHEMICAL INJURY, BURNING SENSATION"
just for men mustache  beard gel m55, Cosmetics,"DERMATITIS CONTACT, CAUSTIC INJURY"
just for men mustache  beard med dark brown, Cosmetics,"SKIN IRRITATION, SKIN BURNING SENSATION, ERYTHEMA"
just for men mustache and beard, Cosmetics,"SWELLING FACE, HYPERSENSITIVITY, ERYTHEMA, Scar, Blister"
just for men mustache and beard  jet black m60, Cosmetics,"CHEMICAL BURN OF SKIN, BURNING SENSATION, BLOOD BLISTER, BLISTER"
just for men mustache and beard color, Cosmetics,"SWELLING, PAIN, NAIL DISCOLOURATION, INSOMNIA, ERYTHEMA, DISCOMFORT, BURNING SENSATION, BLISTER, Skin reaction, Rash, Pruritus, Hypersensitivity, Burning sensation, Skin reaction, Hypersensitivity"
just for men mustache and beard hair color, Cosmetics,"Wound secretion, Swelling, Pharyngeal oedema, Ear discomfort"
just for men mustache and beard m60 jet black, Cosmetics,"Skin irritation, Pruritus, Erythema, Alopecia"
just for men natural color developer, Cosmetics,"Swollen tongue, Swelling face, Pharyngeal oedema, Pain, Hypersensitivity, Blister"
just for men natural medium brown, Cosmetics,"TRICHORRHEXIS, SKIN IRRITATION, HAIR COLOUR CHANGES"
just for men real black mustache and beard brush in color gel, Cosmetics,"SKIN IRRITATION, RASH PAPULAR, PRURITUS"
just for men shampooin hair color, Cosmetics,"SINUS PAIN, EYE PAIN, BURNING SENSATION, ASTHENIA"
just hatched happy baby body wash, Cosmetics,"CRYING, BURNING SENSATION, PAIN, PAIN, EYE PAIN, BURNING SENSATION"
justice raspberry vanilla shimmer lip gloss 4 ml justice tween brands, Cosmetics,"PARAESTHESIA, HYPOAESTHESIA ORAL"
juviderms dermal renewal system night cream, Cosmetics,"SWELLING, PRURITUS, PAIN, ERYTHEMA"
juviderms oxygen day cream, Cosmetics,"SWELLING, PRURITUS, PAIN, ERYTHEMA"
juxlikhoney hair oil, Cosmetics,Alopecia
kaleidoscope studio miracle drop, Cosmetics,"PRURITUS, DRY SKIN"
kallista daily cream, Cosmetics,RASH
kama sutra lovers body paint dark chocolate raspberry, Cosmetics,"VOMITING, NAUSEA"
kandy kids strawberry lollipop body lotion, Cosmetics,"SKIN IRRITATION, PAIN IN EXTREMITY, BURNING SENSATION, PAIN, ERYTHEMA, BURNING SENSATION"
kate somerville oilfree moisturizer, Cosmetics,"SUNBURN, SKIN EXFOLIATION, RASH PAPULAR, RASH, PRURITUS, ERYTHEMA, DRY SKIN"
kathon cg, Cosmetics,"Rash, Allergy to chemicals"
kenra hair spray, Cosmetics,"TRICHORRHEXIS, MADAROSIS, HAIR TEXTURE ABNORMAL"
kenra shampoo, Cosmetics,"TRICHORRHEXIS, PRURITUS, BLISTER, BLISTER, ALOPECIA, ALOPECIA"
ker keratin smoothing treatment by coppola, Cosmetics,"TRICHORRHEXIS, HYPOTRICHOSIS"
kera fruit, Cosmetics,"Syncope, Palpitations, Nausea, Malaise, Gastric disorder, Dysgeusia, Dizziness"
kera hair 17  formaldehyde, Cosmetics,"HEADACHE, EYE IRRITATION, DYSPNOEA, COUGH"
kera hair keratin treatment, Cosmetics,TRICHORRHEXIS
keragreen organic keratin, Cosmetics,"THROAT IRRITATION, SWELLING FACE, SINUS OPERATION, RHINORRHOEA, PRODUCTIVE COUGH, PNEUMONITIS CHEMICAL, PNEUMONITIS, NASAL DISCOMFORT, MEMORY IMPAIRMENT, FATIGUE, EYE IRRITATION, DYSPNOEA, DYSPHONIA, COUGH, BRONCHITIS"
keralis, Cosmetics,"NAUSEA, HEADACHE, EYE IRRITATION, DIZZINESS"
keranique, Cosmetics,"SYNCOPE, SWOLLEN TONGUE, OROPHARYNGEAL PAIN, HYPERSENSITIVITY, HOT FLUSH, DIZZINESS, CHEST PAIN, VISION BLURRED, OPTIC NEURITIS"
keranique conditioner, Cosmetics,"Scar, Hair growth abnormal"
keranique lft and repair treatment, Cosmetics,"Scar, Hair growth abnormal"
keranique scalp stimulating shampoo, Cosmetics,"Scar, Hair growth abnormal"
kerastase bain chroma riche shampoo, Cosmetics,"SWELLING, RASH, HYPERSENSITIVITY, COELIAC DISEASE, BLISTER"
kerastase immersion nutritive, Cosmetics,"SWELLING, RASH, HYPERSENSITIVITY, COELIAC DISEASE, BLISTER"
kerastase nectar thermique, Cosmetics,"SWELLING, RASH, HYPERSENSITIVITY, COELIAC DISEASE, BLISTER"
keratase elixr kultime, Cosmetics,"SWELLING, RASH, HYPERSENSITIVITY, COELIAC DISEASE, BLISTER"
keratin, Cosmetics,"DRUG SCREEN POSITIVE, SKIN IRRITATION, PRURITUS, ALOPECIA, HYPERSENSITIVITY, ALOPECIA, THROAT IRRITATION, LACRIMATION INCREASED, COUGH, BURNING SENSATION"
keratin complex, Cosmetics,Acute myeloid leukaemia
keratin complex hair straightener, Cosmetics,"SINUS CONGESTION, HEADACHE, EYE IRRITATION"
keratin complex smoothing treatment, Cosmetics,"THOUGHT BLOCKING, RESPIRATORY TRACT CONGESTION, PAIN, HEADACHE, EPISTAXIS, DYSPNOEA, DIZZINESS, CHEST DISCOMFORT"
keratin copalla, Cosmetics,"SKIN DISCOLOURATION, ALOPECIA"
keratin cure chocolate max vl, Cosmetics,"RESPIRATORY DISORDER, EYE IRRITATION"
keratin express, Cosmetics,"THERMAL BURN, PRURITUS, HYPOTRICHOSIS, HAIR DISORDER, DRY SKIN, ALOPECIA, SINUSITIS, RESPIRATORY TRACT CONGESTION, PHARYNGITIS, OEDEMA, MYALGIA, LACRIMATION INCREASED, HEADACHE, CHEST PAIN, CHEST DISCOMFORT"
keratin express blow out, Cosmetics,"THYROID PAIN, THYROID NEOPLASM, THROAT IRRITATION, SKIN IRRITATION, RED BLOOD CELL COUNT DECREASED, RASH PRURITIC, EYE IRRITATION, DYSPNOEA, DIZZINESS, COUGH, CHEST DISCOMFORT, BREAST MASS"
keratin express blowout, Cosmetics,"PRURITUS, HYPOTRICHOSIS, HEADACHE"
keratin express treatment, Cosmetics,"SKIN REACTION, HYPOAESTHESIA, HYPERSENSITIVITY"
keratin hair straighteningtreatment, Cosmetics,"SKIN BURNING SENSATION, PRURITUS, HYPOTRICHOSIS"
keratin hair treatment, Cosmetics,"THROAT IRRITATION, SKIN IRRITATION, SINUS DISORDER, RESPIRATORY TRACT IRRITATION, HEADACHE, DIZZINESS, APHONIA, ADVERSE REACTION"
keratin smoothing complex, Cosmetics,"THYROID PAIN, THYROID NEOPLASM, THROAT IRRITATION, SKIN IRRITATION, RED BLOOD CELL COUNT DECREASED, RASH PRURITIC, EYE IRRITATION, DYSPNOEA, DIZZINESS, COUGH, CHEST DISCOMFORT, BREAST MASS"
keratin smoothing conditioner, Cosmetics,"Lip dry, Hair texture abnormal, Dry mouth"
keratin smoothing shampoo, Cosmetics,"Lip dry, Hair texture abnormal, Dry mouth"
keratin treatment, Cosmetics,"VISION BLURRED, SINUS HEADACHE, OROPHARYNGEAL PAIN, MIGRAINE, LACRIMATION INCREASED, HEADACHE, FOREIGN BODY SENSATION IN EYES, ERYTHEMA, EPISTAXIS, DYSPNOEA, DYSPHAGIA, DRY MOUTH, COUGH, BURNING SENSATION, BLEPHARITIS, UPPER RESPIRATORY TRACT INFECTION, PULMONARY CONGESTION, INCREASED UPPER AIRWAY SECRETION, GASTROOESOPHAGEAL REFLUX DISEASE, EPISTAXIS, CLUSTER HEADACHE, ASTHMA, URTICARIA, RASH, BURNING SENSATION, RASH, MALAISE, EYE IRRITATION, CAUSTIC INJURY"
keratin treatment rejuvenol, Cosmetics,"DYSPNOEA, COUGH"
keratriplex treatment, Cosmetics,"THROAT IRRITATION, SWELLING FACE, SINUS OPERATION, RHINORRHOEA, PRODUCTIVE COUGH, PNEUMONITIS CHEMICAL, PNEUMONITIS, NASAL DISCOMFORT, MEMORY IMPAIRMENT, FATIGUE, EYE IRRITATION, DYSPNOEA, DYSPHONIA, COUGH, BRONCHITIS"
kerosene black vines cologne, Cosmetics,"Pain, Application site pain"
kiara sky dip powder nails, Cosmetics,"Sneezing, Dysphonia, Cough"
kidgets baby wipes, Cosmetics,RASH
kidgets baby wipes hypo allergenic, Cosmetics,"RESPIRATORY TRACT CONGESTION, RASH, MUSCLE SPASMS, DIARRHOEA, BODY TEMPERATURE INCREASED"
kidgets wipes, Cosmetics,"DERMATITIS DIAPER, BLISTER, RASH"
kids fun 2 in1 shampoo splash of cherry, Cosmetics,"URTICARIA, SWELLING, ERYTHEMA, URTICARIA, RASH PAPULAR, RASH, PRURITUS, ERYTHEMA"
kids organics by africas best organic conditioning relaxer system with scalpguard, Cosmetics,"TRICHORRHEXIS, HYPERSENSITIVITY, CHEMICAL INJURY, BURNING SENSATION, ALOPECIA"
kidz bop childrens toy makeup, Cosmetics,"SWELLING FACE, PRURITUS, PAIN, INSOMNIA, ERYTHEMA"
kiehls avocado eye cream, Cosmetics,"WOUND SECRETION, PAIN, CHALAZION"
kiehls nourishing beard oil, Cosmetics,"Skin irritation, Pruritus, Pain, Hypersensitivity, Burning sensation"
kiko milano face cream, Cosmetics,"SCAR, PRURITUS, PAIN, ERYTHEMA"
kimberly clark huggies wipes, Cosmetics,"RASH, RASH"
kindest care skin cream 144203, Cosmetics,SOMNOLENCE
kinerase cream, Cosmetics,"SKIN EXFOLIATION, PRURITUS, HYPERSENSITIVITY, ERYTHEMA, DRY SKIN"
king of shaves kseries alphagel dds supercooled menthol shaving gel, Cosmetics,"HYPERSENSITIVITY, HYPERSENSITIVITY"
kingpin one black tattoo ink, Cosmetics,"NODULE, INFECTION"
kingpin one permanent tattoo pigment, Cosmetics,"INFECTION, HYPERSENSITIVITY, CELLULITIS"
kirkland signature body wash, Cosmetics,"VISION BLURRED, PAIN, EYE IRRITATION, CORNEAL EROSION, BLINDNESS"
kirkland signature daily facial cleansing towelettes, Cosmetics,"SWELLING FACE, RASH, EYE SWELLING"
kiss all or one artificial nail remover, Cosmetics,"MUSCULOSKELETAL STIFFNESS, SWELLING, SKIN IRRITATION, PAIN IN EXTREMITY"
kiss hand  nail mask gloves, Cosmetics,"Tenderness, Swelling, Paraesthesia, Infection, Erythema, Abscess"
kiss my face orange you smart bubble wash, Cosmetics,RASH
kiss my face smooth deo, Cosmetics,Skin exfoliation
kiss pink gel nail glue, Cosmetics,"SKIN TIGHTNESS, SKIN DISORDER, PAIN, LIP DISORDER, DRY SKIN, CHAPPED LIPS, BURNING SENSATION"
kiss products broardway nails	, Cosmetics,"NAUSEA, MALAISE, HEART RATE INCREASED, FEELING ABNORMAL, COUGH"
kiss quick cover gray hair touch up, Cosmetics,"DIZZINESS, RASH"
kiwi blow drying serum, Cosmetics,"VISUAL DISTURBANCE, VISION BLURRED, SOMNOLENCE, SINUSITIS, NAUSEA, MEMORY IMPAIRMENT, LETHARGY, ERYTHEMA"
kleenex cottonelle fresh care, Cosmetics,"VULVOVAGINAL INJURY, URINE ODOUR ABNORMAL, SINUS CONGESTION, DYSGEUSIA, ASTHENIA"
kleenex cottonelle freshcare flushable cleansing cloths, Cosmetics,"RASH, RASH"
kleravitex active straight, Cosmetics,"TRICHORRHEXIS, ALOPECIA"
kollections moist colors swiss chocolate 115, Cosmetics,LIP DISORDER
konad nail polish, Cosmetics,"HYPERSENSITIVITY, ASTHMA"
kr70  oxicell se, Cosmetics,"WHITE BLOOD CELL COUNT INCREASED, PROTEINURIA, NEUTROPHIL COUNT INCREASED, MONOCYTE COUNT INCREASED, MALAISE, HAEMOGLOBIN INCREASED, GLOMERULAR FILTRATION RATE DECREASED, DIZZINESS, BLOOD UREA INCREASED, BLOOD HOMOCYSTEINE INCREASED, BLOOD GLUCOSE INCREASED"
kroger anti plaque dental rinse, Cosmetics,"ORAL DISCOMFORT, GINGIVAL INJURY"
kryolan professional supracolor make up, Cosmetics,"METAL POISONING, LYMPHATIC DISORDER, BLOOD LEAD INCREASED"
ktc amla hair oil, Cosmetics,"HEADACHE, HEADACHE"
kuckian eyeshadow red, Cosmetics,"Eye irritation, Cheilitis"
kuckian lipstick red, Cosmetics,"Eye irritation, Cheilitis"
kylie cosmetics birthday edition matte liquid lipsticks set of 6, Cosmetics,CHEMICAL INJURY
kylie jenner candy k liquid lipstick, Cosmetics,"SWELLING, SWELLING, RASH, LIP DRY, LIP DISCOLOURATION, HYPERSENSITIVITY, BURNING SENSATION"
kylie jenner cosemetics ginger lip kit, Cosmetics,"SWELLING, SWELLING, RASH, LIP DRY, LIP DISCOLOURATION, HYPERSENSITIVITY, BURNING SENSATION"
kylie jenner liner leo, Cosmetics,"Lip swelling, Lip haemorrhage, Lip exfoliation, Lip blister, Blister infected"
kylie jenner lip kit, Cosmetics,"SWELLING FACE, SWELLING, LIP SWELLING, HYPOAESTHESIA, HYPERSENSITIVITY"
kylie jenner matte liquid lipstick, Cosmetics,"Lip swelling, Lip haemorrhage, Lip exfoliation, Lip blister, Blister infected"
l oreal noir permanant hair color, Cosmetics,"VISION BLURRED, URTICARIA, SWELLING, RASH, BURNING SENSATION, ABDOMINAL PAIN UPPER"
l oreal sublime mousse, Cosmetics,"RASH, EYE SWELLING, DERMATITIS CONTACT"
la bamba hair treatment, Cosmetics,DIZZINESS
la base pro, Cosmetics,"Swelling, Sunburn, Rash, Erythema, Burning sensation"
la bedouine mousse dargan facial wash, Cosmetics,"SWELLING FACE, SKIN IRRITATION, EYE SWELLING, ERYTHEMA, BURNING SENSATION"
la color nail polish top coat, Cosmetics,HEADACHE
la colors beauty 21 cosmetics liquid eyeliner, Cosmetics,"SWELLING FACE, SWELLING, SKIN IRRITATION, HYPERSENSITIVITY, ERYTHEMA, BURNING SENSATION"
la colors eye shadow, Cosmetics,"Fluid retention, Eyelid oedema, Erythema"
la colors eyeliner la colors smudge proof liquid, Cosmetics,"PRURITUS, EYE SWELLING, BURNING SENSATION"
la colors metal eye pencil, Cosmetics,"Pruritus, Pain, Eye swelling"
la colors perfect lash mascara, Cosmetics,"VISION BLURRED, HYPERSENSITIVITY, BURNING SENSATION"
la looks expressive looks styling gel mega hold 8, Cosmetics,"TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, ALOPECIA"
la mer regenerating serum, Cosmetics,"SECRETION DISCHARGE, SCAB, LIP SWELLING, LIP PAIN, LIP DRY, ERYTHEMA, BURNING SENSATION"
la ritz styling mousse, Cosmetics,"SKIN IRRITATION, PRURITUS"
la splash lipstick, Cosmetics,BURNING SENSATION
lab series skin care for men maximum comfort shave cream, Cosmetics,FATIGUE
labella styling gel, Cosmetics,"SWELLING, SKIN INFECTION, PYREXIA, ERYTHEMA"
lacura nourishing body wash, Cosmetics,Urinary tract infection
lakeside 13piece holiday lip balm bucket, Cosmetics,"SWELLING FACE, HAEMORRHAGE, BLISTER, SWELLING FACE, HAEMORRHAGE, BLISTER"
lamaur bone marrow, Cosmetics,"THROAT IRRITATION, ORAL DISCOMFORT, EYE IRRITATION, BURNING SENSATION, ASTHENIA"
lamoa naturals miracle hair growth system, Cosmetics,"SKIN EXFOLIATION, SKIN BURNING SENSATION, PRURITUS"
